Transaction_ID,Date,Account_Type,Transaction_Amount,Cash_Flow,Net_Income,Revenue,Expenditure,Profit_Margin,Debt-to-Equity_Ratio,Operating_Expenses,Gross_Profit,Transaction_Volume,Processing_Time_seconds,Accuracy_Score,Missing_Data_Indicator,Normalized_Transaction_Amount,Transaction_Outcome,Month_Year,Month,Month_Num,Quarter,Year,DayOfWeek,Net_Profit,OpEx_Ratio,Success_Flag
293,2025-10-20,Revenue,3444,1623,1628,1370,1975,0.6649,2.3889,2913,3651,9,0.7021,0.9486,0,0.6823,1,2025-10,October,10,4,2025,Monday,-605,2.1263,Success
294,2025-10-21,Revenue,3915,2533,1828,910,2919,0.5892,2.6206,3170,3629,4,1.2375,0.9463,0,0.7786,1,2025-10,October,10,4,2025,Tuesday,-2009,3.4835,Success
295,2025-10-22,Liability,574,621,1150,2783,724,0.7741,1.5618,2723,2076,7,1.4192,0.9314,0,0.0957,1,2025-10,October,10,4,2025,Wednesday,2059,0.9784,Success
296,2025-10-23,Expense,3224,3104,3680,3230,1982,0.7828,2.8129,518,3025,6,0.548,0.8534,0,0.6374,1,2025-10,October,10,4,2025,Thursday,1248,0.1604,Success
297,2025-10-24,Asset,2679,2028,3080,2877,2877,0.7486,2.488,2169,145,8,1.0602,0.8059,0,0.526,1,2025-10,October,10,4,2025,Friday,0,0.7539,Success
298,2025-10-25,Asset,779,1337,1865,3993,3079,0.6536,1.1149,2217,261,4,0.5741,0.9816,0,0.1376,1,2025-10,October,10,4,2025,Saturday,914,0.5552,Success
299,2025-10-26,Liability,1408,2833,2561,1467,3539,0.2414,2.8735,2095,1383,1,0.5576,0.8992,0,0.2661,1,2025-10,October,10,4,2025,Sunday,-2072,1.4281,Success
300,2025-10-27,Expense,4464,4010,3702,2682,3869,0.5943,2.0339,3576,631,6,1.01,0.8368,0,0.8908,1,2025-10,October,10,4,2025,Monday,-1187,1.3333,Success
301,2025-10-28,Liability,2528,4089,3279,896,2944,0.5527,1.1449,1126,2413,5,1.0569,0.8853,0,0.4951,1,2025-10,October,10,4,2025,Tuesday,-2048,1.2567,Success
302,2025-10-29,Revenue,2943,2780,1404,955,1214,0.5207,1.1671,2417,2367,2,1.8183,0.8073,0,0.5799,1,2025-10,October,10,4,2025,Wednesday,-259,2.5309,Success
303,2025-10-30,Expense,764,4014,1850,3801,3476,0.2285,1.6473,298,1886,9,1.8709,0.9861,0,0.1345,1,2025-10,October,10,4,2025,Thursday,325,0.0784,Success
304,2025-10-31,Expense,4147,2746,2596,3167,3604,0.255,1.0048,2678,1448,5,0.5139,0.971,0,0.826,1,2025-10,October,10,4,2025,Friday,-437,0.8456,Success
305,2025-11-01,Expense,3366,1779,979,3123,3572,0.348,0.6036,3773,213,9,1.7685,0.92,0,0.6664,1,2025-11,November,11,4,2025,Saturday,-449,1.2081,Success
306,2025-11-02,Asset,3653,2849,441,2045,1719,0.3662,1.482,2638,1054,1,1.6613,0.9297,0,0.7251,1,2025-11,November,11,4,2025,Sunday,326,1.29,Success
307,2025-11-03,Liability,1804,1833,2413,1539,3941,0.7667,2.8118,534,278,2,1.2061,0.8611,0,0.3471,1,2025-11,November,11,4,2025,Monday,-2402,0.347,Success
308,2025-11-04,Expense,3328,1908,3401,1429,403,0.2773,2.5756,4473,3209,7,1.5696,0.8204,0,0.6586,1,2025-11,November,11,4,2025,Tuesday,1026,3.1302,Success
309,2025-11-05,Revenue,1879,2078,3464,2946,3470,0.3788,1.1466,3643,1529,1,1.3539,0.9817,0,0.3624,1,2025-11,November,11,4,2025,Wednesday,-524,1.2366,Success
310,2025-11-06,Asset,2126,1763,2858,2372,1708,0.2442,2.9587,1379,1040,4,0.8385,0.8409,0,0.4129,1,2025-11,November,11,4,2025,Thursday,664,0.5814,Success
311,2025-11-07,Asset,4024,2060,2342,710,515,0.7037,2.2494,2857,1676,1,0.7239,0.9721,0,0.8009,1,2025-11,November,11,4,2025,Friday,195,4.0239,Success
312,2025-11-08,Asset,3949,3938,3935,531,1133,0.7708,1.913,1045,3235,8,0.654,0.9518,0,0.7856,1,2025-11,November,11,4,2025,Saturday,-602,1.968,Success
313,2025-11-09,Expense,1742,2645,3988,2226,1782,0.7196,2.1439,2350,1677,1,1.1195,0.9258,0,0.3344,1,2025-11,November,11,4,2025,Sunday,444,1.0557,Success
314,2025-11-10,Asset,231,3854,3708,855,1243,0.2511,1.2796,1464,1925,4,0.8967,0.8742,0,0.0256,1,2025-11,November,11,4,2025,Monday,-388,1.7123,Success
315,2025-11-11,Liability,1947,1800,2301,2285,301,0.6142,1.0982,1252,2900,4,0.9989,0.9293,0,0.3763,1,2025-11,November,11,4,2025,Tuesday,1984,0.5479,Success
316,2025-11-12,Revenue,4247,2069,2201,2439,346,0.3101,2.2603,4200,2648,8,1.1162,0.9486,0,0.8465,1,2025-11,November,11,4,2025,Wednesday,2093,1.722,Success
317,2025-11-13,Asset,1403,4009,570,591,2501,0.7578,1.9569,2130,1712,2,1.3185,0.8821,0,0.2651,1,2025-11,November,11,4,2025,Thursday,-1910,3.6041,Success
318,2025-11-14,Expense,4526,4168,684,2210,613,0.3154,0.9162,2445,586,3,0.531,0.8563,0,0.9035,1,2025-11,November,11,4,2025,Friday,1597,1.1063,Success
319,2025-11-15,Asset,295,1508,1696,684,2098,0.6733,2.9142,4474,2738,7,1.6618,0.8326,0,0.0386,1,2025-11,November,11,4,2025,Saturday,-1414,6.5409,Success
320,2025-11-16,Expense,4564,2070,2044,524,3945,0.7504,1.456,2979,2841,9,0.6615,0.9642,0,0.9113,1,2025-11,November,11,4,2025,Sunday,-3421,5.6851,Success
321,2025-11-17,Expense,298,1227,2242,611,1423,0.319,2.495,4272,3717,2,1.8415,0.9578,0,0.0392,1,2025-11,November,11,4,2025,Monday,-812,6.9918,Success
322,2025-11-18,Liability,3486,630,3059,2607,2503,0.6077,0.8619,4034,3273,4,0.5496,0.9412,0,0.6909,1,2025-11,November,11,4,2025,Tuesday,104,1.5474,Success
323,2025-11-19,Liability,2737,2822,2520,1630,322,0.4412,1.1036,4034,3638,5,0.9939,0.9468,0,0.5378,0,2025-11,November,11,4,2025,Wednesday,1308,2.4748,Failure
324,2025-11-20,Revenue,2978,2907,3881,4473,1415,0.7124,1.9174,2318,398,5,1.0601,0.9037,0,0.5871,1,2025-11,November,11,4,2025,Thursday,3058,0.5182,Success
325,2025-11-21,Liability,175,1398,2620,1197,2034,0.4097,2.3943,4043,3973,9,1.7841,0.9114,0,0.0141,1,2025-11,November,11,4,2025,Friday,-837,3.3776,Success
326,2025-11-22,Asset,3125,1103,1868,862,1350,0.7729,2.6404,2405,3016,5,1.279,0.91,0,0.6171,1,2025-11,November,11,4,2025,Saturday,-488,2.79,Success
327,2025-11-23,Expense,656,2468,3523,2467,264,0.3927,1.3017,1097,147,2,1.174,0.8529,0,0.1124,1,2025-11,November,11,4,2025,Sunday,2203,0.4447,Success
328,2025-11-24,Liability,4031,748,755,2064,2601,0.5178,0.9336,968,900,2,1.4842,0.8977,0,0.8023,1,2025-11,November,11,4,2025,Monday,-537,0.469,Success
329,2025-11-25,Expense,3314,4088,615,3979,1490,0.7492,1.5868,4241,3725,9,1.7257,0.9725,0,0.6558,1,2025-11,November,11,4,2025,Tuesday,2489,1.0658,Success
330,2025-11-26,Asset,253,2563,1048,4959,1808,0.4648,1.8155,2142,829,2,1.5882,0.9635,0,0.03,1,2025-11,November,11,4,2025,Wednesday,3151,0.4319,Success
331,2025-11-27,Revenue,1044,3812,1886,842,3756,0.348,1.4639,2988,597,1,1.2591,0.8759,0,0.1917,1,2025-11,November,11,4,2025,Thursday,-2914,3.5487,Success
332,2025-11-28,Asset,2144,4107,482,2480,3763,0.3471,0.7474,1538,1284,8,1.0532,0.8801,0,0.4166,1,2025-11,November,11,4,2025,Friday,-1283,0.6202,Success
333,2025-11-29,Expense,1080,3181,3499,2243,1669,0.6713,1.5642,1567,2249,9,0.527,0.902,0,0.1991,1,2025-11,November,11,4,2025,Saturday,574,0.6986,Success
334,2025-11-30,Liability,830,1721,319,1643,2870,0.508,2.8443,1115,1715,5,0.5682,0.8753,0,0.148,1,2025-11,November,11,4,2025,Sunday,-1227,0.6786,Success
335,2025-12-01,Asset,795,2003,3672,4057,108,0.3353,0.5382,3896,3173,6,1.4263,0.8089,0,0.1408,1,2025-12,December,12,4,2025,Monday,3949,0.9603,Success
336,2025-12-02,Liability,1056,2361,1597,1367,1380,0.7685,2.9146,1871,1862,5,1.2965,0.8429,0,0.1942,0,2025-12,December,12,4,2025,Tuesday,-13,1.3687,Failure
337,2025-12-03,Revenue,739,3338,725,3278,3506,0.2293,1.2463,2450,3288,4,1.8976,0.9669,0,0.1294,1,2025-12,December,12,4,2025,Wednesday,-228,0.7474,Success
338,2025-12-04,Liability,2138,2333,974,2714,3985,0.5858,1.8022,2232,3467,6,0.7873,0.8556,0,0.4154,1,2025-12,December,12,4,2025,Thursday,-1271,0.8224,Success
339,2025-12-05,Asset,4222,1229,3025,4206,1999,0.3279,2.6808,4445,520,7,1.5845,0.9507,0,0.8414,1,2025-12,December,12,4,2025,Friday,2207,1.0568,Success
340,2025-12-06,Asset,900,1472,216,2585,959,0.643,2.0492,1358,2037,5,1.6076,0.8091,0,0.1623,1,2025-12,December,12,4,2025,Saturday,1626,0.5253,Success
341,2025-12-07,Asset,1388,3773,1294,4758,3495,0.728,2.9695,1291,1214,5,1.18,0.9761,0,0.2621,1,2025-12,December,12,4,2025,Sunday,1263,0.2713,Success
342,2025-12-08,Liability,4984,1844,3017,1919,937,0.6214,1.1509,3128,2296,4,1.9551,0.9949,0,0.9971,1,2025-12,December,12,4,2025,Monday,982,1.63,Success
343,2025-12-09,Liability,3292,2926,1418,4543,3736,0.7497,2.1536,4659,1942,3,1.7906,0.8823,0,0.6513,1,2025-12,December,12,4,2025,Tuesday,807,1.0255,Success
344,2025-12-10,Asset,4770,886,3352,1391,3716,0.6422,1.5877,1825,3747,9,1.897,0.9607,0,0.9534,1,2025-12,December,12,4,2025,Wednesday,-2325,1.312,Success
345,2025-12-11,Expense,2203,3236,1615,1408,163,0.6799,1.1607,2043,3320,7,1.8688,0.8164,0,0.4287,1,2025-12,December,12,4,2025,Thursday,1245,1.451,Success
346,2025-12-12,Revenue,4865,3059,2722,1831,2253,0.6789,0.6594,3509,286,2,0.8469,0.964,0,0.9728,1,2025-12,December,12,4,2025,Friday,-422,1.9164,Success
347,2025-12-13,Liability,4763,915,1246,1147,3011,0.7643,1.0482,2802,3062,8,0.5001,0.9675,0,0.952,1,2025-12,December,12,4,2025,Saturday,-1864,2.4429,Success
348,2025-12-14,Liability,2009,3575,2922,2538,476,0.4078,1.0515,491,779,2,1.0254,0.8292,1,0.389,1,2025-12,December,12,4,2025,Sunday,2062,0.1935,Success
349,2025-12-15,Asset,432,4311,1266,485,3199,0.4986,0.9469,2463,1930,1,1.8013,0.8607,0,0.0666,1,2025-12,December,12,4,2025,Monday,-2714,5.0784,Success
350,2025-12-16,Asset,4995,3601,3988,4600,2151,0.5796,2.9731,3478,710,8,1.4398,0.8023,1,0.9994,1,2025-12,December,12,4,2025,Tuesday,2449,0.7561,Success
351,2025-12-17,Revenue,3663,2705,3489,2409,3003,0.6674,2.7904,2269,2528,4,1.0266,0.8472,0,0.7271,1,2025-12,December,12,4,2025,Wednesday,-594,0.9419,Success
352,2025-12-18,Expense,604,3247,2719,631,2714,0.6009,1.697,896,3480,6,1.0569,0.8811,0,0.1018,1,2025-12,December,12,4,2025,Thursday,-2083,1.42,Success
353,2025-12-19,Revenue,3815,3187,2027,2830,1028,0.3437,0.8035,3889,1201,8,1.6523,0.9875,0,0.7582,1,2025-12,December,12,4,2025,Friday,1802,1.3742,Success
354,2025-12-20,Liability,1709,2062,2707,4014,3722,0.4872,1.2182,1579,3927,2,1.057,0.8316,0,0.3277,1,2025-12,December,12,4,2025,Saturday,292,0.3934,Success
355,2025-12-21,Liability,1552,1158,469,3339,3536,0.4065,2.5249,2855,1283,1,0.6336,0.9826,0,0.2956,1,2025-12,December,12,4,2025,Sunday,-197,0.855,Success
356,2025-12-22,Revenue,2978,1270,3492,476,2308,0.2485,1.7257,4503,2004,8,0.9611,0.8194,0,0.5871,1,2025-12,December,12,4,2025,Monday,-1832,9.4601,Success
357,2025-12-23,Liability,3157,2057,355,540,860,0.7208,2.2608,1563,377,8,1.068,0.9886,0,0.6237,1,2025-12,December,12,4,2025,Tuesday,-320,2.8944,Success
358,2025-12-24,Asset,797,3241,3216,373,798,0.7759,2.1165,3260,2408,2,1.0545,0.866,0,0.1413,1,2025-12,December,12,4,2025,Wednesday,-425,8.7399,Success
359,2025-12-25,Asset,2981,3076,1788,2739,1226,0.2569,1.2498,4257,1844,5,0.5554,0.9809,0,0.5877,1,2025-12,December,12,4,2025,Thursday,1513,1.5542,Success
360,2025-12-26,Liability,1560,2261,482,1426,827,0.778,2.5884,1839,1576,2,1.046,0.9102,0,0.2972,1,2025-12,December,12,4,2025,Friday,599,1.2896,Success
361,2025-12-27,Expense,4728,3381,3225,4706,2944,0.2627,1.0678,643,1259,2,1.6068,0.949,0,0.9448,1,2025-12,December,12,4,2025,Saturday,1762,0.1366,Success
362,2025-12-28,Asset,1264,593,2913,776,3734,0.3933,0.9203,3659,3431,1,1.5776,0.8717,0,0.2367,1,2025-12,December,12,4,2025,Sunday,-2958,4.7152,Success
363,2025-12-29,Expense,281,2022,1274,1495,170,0.7856,0.6223,4055,1846,6,1.2569,0.9504,0,0.0358,1,2025-12,December,12,4,2025,Monday,1325,2.7124,Success
364,2025-12-30,Liability,818,4252,2946,4964,1722,0.5788,2.9258,2905,3995,5,1.312,0.9167,0,0.1455,1,2025-12,December,12,4,2025,Tuesday,3242,0.5852,Success
365,2025-12-31,Asset,3149,1171,782,3408,974,0.5046,1.5882,4175,741,2,0.9919,0.9876,0,0.622,1,2025-12,December,12,4,2025,Wednesday,2434,1.2251,Success
366,2026-01-01,Asset,2837,4445,3056,2493,349,0.3299,2.9495,2245,386,4,1.0784,0.8539,0,0.5583,1,2026-01,January,1,1,2026,Thursday,2144,0.9005,Success
367,2026-01-02,Liability,1635,1425,2365,3200,1860,0.3641,1.3732,4722,1987,7,1.323,0.8222,0,0.3126,1,2026-01,January,1,1,2026,Friday,1340,1.4756,Success
368,2026-01-03,Expense,4139,2737,2994,4036,855,0.7705,0.652,4838,1085,8,0.6639,0.8844,0,0.8244,1,2026-01,January,1,1,2026,Saturday,3181,1.1987,Success
369,2026-01-04,Expense,4669,4262,2783,2546,3064,0.7032,0.6533,3652,3566,9,1.2161,0.8279,0,0.9327,1,2026-01,January,1,1,2026,Sunday,-518,1.4344,Success
370,2026-01-05,Expense,3019,1189,3877,1312,2299,0.6763,1.0945,2773,2974,6,1.2271,0.9047,1,0.5955,1,2026-01,January,1,1,2026,Monday,-987,2.1136,Success
371,2026-01-06,Expense,1236,4048,2327,3082,236,0.4481,0.6923,4488,3790,1,1.4085,0.8184,0,0.231,1,2026-01,January,1,1,2026,Tuesday,2846,1.4562,Success
372,2026-01-07,Revenue,3983,2956,3844,3009,3521,0.21,1.6835,1757,3092,3,1.5899,0.9831,0,0.7925,1,2026-01,January,1,1,2026,Wednesday,-512,0.5839,Success
373,2026-01-08,Asset,1186,3646,3753,1136,3329,0.3912,2.248,1424,1044,4,1.191,0.8574,0,0.2208,1,2026-01,January,1,1,2026,Thursday,-2193,1.2535,Success
374,2026-01-09,Asset,3855,590,918,4138,3009,0.717,2.8806,184,231,7,1.9043,0.8746,0,0.7664,1,2026-01,January,1,1,2026,Friday,1129,0.0445,Success
375,2026-01-10,Expense,2300,899,1877,1774,2724,0.3794,1.0492,3354,927,1,1.5827,0.9747,0,0.4485,1,2026-01,January,1,1,2026,Saturday,-950,1.8906,Success
376,2026-01-11,Revenue,816,852,3763,1791,3523,0.5367,0.9077,3363,749,7,1.4738,0.8628,0,0.1451,0,2026-01,January,1,1,2026,Sunday,-1732,1.8777,Failure
377,2026-01-12,Expense,3905,3355,2464,648,3342,0.2926,2.9749,1563,1122,3,1.4536,0.8767,0,0.7766,1,2026-01,January,1,1,2026,Monday,-2694,2.412,Success
378,2026-01-13,Asset,298,3212,1287,2325,2977,0.6108,1.9979,801,3540,7,1.3329,0.8175,0,0.0392,1,2026-01,January,1,1,2026,Tuesday,-652,0.3445,Success
379,2026-01-14,Revenue,443,3106,3134,1070,143,0.7391,1.4565,896,2524,7,0.9667,0.8588,0,0.0689,1,2026-01,January,1,1,2026,Wednesday,927,0.8374,Success
380,2026-01-15,Liability,2984,2446,3444,4685,3047,0.6712,2.7909,4570,2015,1,0.5834,0.8098,0,0.5883,1,2026-01,January,1,1,2026,Thursday,1638,0.9755,Success
381,2026-01-16,Asset,3961,2023,1167,3820,2811,0.5709,1.8756,272,2998,1,1.8908,0.9832,0,0.788,1,2026-01,January,1,1,2026,Friday,1009,0.0712,Success
382,2026-01-17,Revenue,1186,616,1587,1286,2125,0.4657,2.5785,2854,2841,6,1.7344,0.8954,0,0.2208,1,2026-01,January,1,1,2026,Saturday,-839,2.2193,Success
383,2026-01-18,Expense,4402,2930,1871,4122,1015,0.779,2.8822,1928,283,1,1.121,0.8252,0,0.8782,1,2026-01,January,1,1,2026,Sunday,3107,0.4677,Success
384,2026-01-19,Expense,4870,3696,3410,4871,3503,0.7981,0.5493,4457,761,5,1.2395,0.9586,0,0.9738,1,2026-01,January,1,1,2026,Monday,1368,0.915,Success
385,2026-01-20,Liability,356,1237,490,379,303,0.5992,2.2395,1345,3511,4,1.2072,0.834,0,0.0511,1,2026-01,January,1,1,2026,Tuesday,76,3.5488,Success
386,2026-01-21,Revenue,3581,3112,3868,1645,1730,0.2153,0.6055,865,2847,3,1.6702,0.9956,0,0.7103,1,2026-01,January,1,1,2026,Wednesday,-85,0.5258,Success
387,2026-01-22,Revenue,2888,3232,439,1751,1940,0.2707,2.5247,3832,1271,8,0.6418,0.8214,0,0.5687,1,2026-01,January,1,1,2026,Thursday,-189,2.1885,Success
388,2026-01-23,Revenue,1892,4381,2039,4658,1952,0.6746,1.0871,2852,949,3,0.9042,0.999,0,0.3651,1,2026-01,January,1,1,2026,Friday,2706,0.6123,Success
389,2026-01-24,Asset,4036,1080,1757,1668,1930,0.6815,0.5612,2813,1154,8,0.5876,0.9959,0,0.8034,1,2026-01,January,1,1,2026,Saturday,-262,1.6865,Success
390,2026-01-25,Revenue,3557,726,1767,2491,1590,0.7097,0.8771,1929,659,5,1.8727,0.9701,0,0.7054,1,2026-01,January,1,1,2026,Sunday,901,0.7744,Success
391,2026-01-26,Revenue,1839,1156,919,845,999,0.7165,2.6966,3955,131,1,1.4903,0.8387,0,0.3543,1,2026-01,January,1,1,2026,Monday,-154,4.6805,Success
392,2026-01-27,Expense,4421,2639,3625,565,831,0.5727,1.4332,2966,1739,8,1.9761,0.8453,0,0.8821,1,2026-01,January,1,1,2026,Tuesday,-266,5.2496,Success
393,2026-01-28,Asset,3357,678,2970,2803,372,0.257,0.7551,572,1006,3,0.898,0.8773,0,0.6646,1,2026-01,January,1,1,2026,Wednesday,2431,0.2041,Success
394,2026-01-29,Asset,1465,2111,2179,1340,3162,0.3453,0.8524,818,3333,6,0.8026,0.8377,0,0.2778,1,2026-01,January,1,1,2026,Thursday,-1822,0.6104,Success
395,2026-01-30,Expense,4548,4215,1825,1226,2761,0.2653,2.2364,1743,777,1,1.2164,0.8631,0,0.908,1,2026-01,January,1,1,2026,Friday,-1535,1.4217,Success
396,2026-01-31,Liability,109,1431,1999,1922,2081,0.4309,1.4259,767,578,6,1.2618,0.8181,0,0.0006,1,2026-01,January,1,1,2026,Saturday,-159,0.3991,Success
397,2026-02-01,Expense,779,2202,3990,2042,1145,0.5412,1.3321,2281,2234,1,0.6675,0.9912,0,0.1376,1,2026-02,February,2,1,2026,Sunday,897,1.117,Success
398,2026-02-02,Asset,3963,2537,1289,1735,162,0.4056,1.1021,205,2032,5,1.5842,0.8228,0,0.7884,0,2026-02,February,2,1,2026,Monday,1573,0.1182,Failure
399,2026-02-03,Asset,290,2617,1543,3504,3691,0.4289,2.1345,625,3812,4,0.8505,0.9202,0,0.0376,1,2026-02,February,2,1,2026,Tuesday,-187,0.1784,Success
400,2026-02-04,Asset,1197,3675,392,2502,1177,0.7884,1.5503,642,449,2,0.6661,0.9108,0,0.223,1,2026-02,February,2,1,2026,Wednesday,1325,0.2566,Success
401,2026-02-05,Asset,211,1081,1190,2412,3210,0.5694,0.6811,271,775,9,0.6154,0.8211,0,0.0215,1,2026-02,February,2,1,2026,Thursday,-798,0.1124,Success
402,2026-02-06,Revenue,401,4075,2547,436,2197,0.2887,2.3741,1076,3586,5,1.5209,0.8122,0,0.0603,1,2026-02,February,2,1,2026,Friday,-1761,2.4679,Success
403,2026-02-07,Asset,1553,3069,3231,1753,2151,0.5941,1.9404,4280,2703,2,0.8397,0.8972,0,0.2958,1,2026-02,February,2,1,2026,Saturday,-398,2.4415,Success
404,2026-02-08,Expense,2703,2916,2523,322,1545,0.3704,2.7834,793,3362,6,1.2412,0.9695,0,0.5309,1,2026-02,February,2,1,2026,Sunday,-1223,2.4627,Success
405,2026-02-09,Asset,1456,2676,3992,3524,715,0.2498,1.799,1606,1664,7,1.8307,0.8465,0,0.276,1,2026-02,February,2,1,2026,Monday,2809,0.4557,Success
406,2026-02-10,Liability,1467,2412,1454,4883,890,0.4059,2.2882,3172,283,3,1.3748,0.8337,0,0.2782,1,2026-02,February,2,1,2026,Tuesday,3993,0.6496,Success
407,2026-02-11,Liability,3086,2061,326,2511,1683,0.2418,1.0814,1956,697,7,1.5179,0.8045,0,0.6092,1,2026-02,February,2,1,2026,Wednesday,828,0.779,Success
408,2026-02-12,Expense,3495,1326,2338,3137,3473,0.4275,1.2729,1420,3144,3,1.1217,0.9727,0,0.6928,1,2026-02,February,2,1,2026,Thursday,-336,0.4527,Success
409,2026-02-13,Liability,4558,2263,2117,3312,791,0.281,1.0861,1197,3477,3,1.291,0.8463,0,0.9101,1,2026-02,February,2,1,2026,Friday,2521,0.3614,Success
410,2026-02-14,Liability,2899,1430,2518,2733,2097,0.2657,1.7054,2779,1483,9,0.9565,0.859,0,0.5709,1,2026-02,February,2,1,2026,Saturday,636,1.0168,Success
411,2026-02-15,Expense,1953,1500,732,4881,910,0.5913,1.7552,354,1281,8,0.585,0.9187,0,0.3776,1,2026-02,February,2,1,2026,Sunday,3971,0.0725,Success
412,2026-02-16,Asset,2805,3724,974,4544,2789,0.6258,0.556,1350,2864,9,0.8735,0.8168,0,0.5517,1,2026-02,February,2,1,2026,Monday,1755,0.2971,Success
413,2026-02-17,Asset,1170,3254,2726,1331,2162,0.3588,1.0893,2613,645,4,1.9772,0.927,0,0.2175,1,2026-02,February,2,1,2026,Tuesday,-831,1.9632,Success
414,2026-02-18,Asset,2888,1807,745,2092,1934,0.226,1.9406,4633,3243,1,1.9617,0.867,0,0.5687,1,2026-02,February,2,1,2026,Wednesday,158,2.2146,Success
415,2026-02-19,Asset,4959,1955,2923,2106,402,0.702,1.9196,2644,1845,3,1.3604,0.8409,0,0.992,1,2026-02,February,2,1,2026,Thursday,1704,1.2555,Success
416,2026-02-20,Liability,2076,4466,2125,4310,3115,0.4922,2.558,2695,1598,9,0.5935,0.8099,0,0.4027,1,2026-02,February,2,1,2026,Friday,1195,0.6253,Success
417,2026-02-21,Liability,3638,765,2224,1127,893,0.253,0.7232,391,2168,6,1.4682,0.9248,0,0.722,1,2026-02,February,2,1,2026,Saturday,234,0.3469,Success
418,2026-02-22,Asset,2406,1020,3759,3794,3287,0.6543,2.2936,2469,1769,1,1.8109,0.9093,0,0.4702,1,2026-02,February,2,1,2026,Sunday,507,0.6508,Success
419,2026-02-23,Asset,1719,1249,1405,2701,2237,0.4759,1.8408,3439,1452,9,0.5811,0.835,0,0.3297,1,2026-02,February,2,1,2026,Monday,464,1.2732,Success
420,2026-02-24,Revenue,577,675,3492,3907,2321,0.4034,2.6843,3602,1281,3,0.6054,0.8513,0,0.0963,1,2026-02,February,2,1,2026,Tuesday,1586,0.9219,Success
421,2026-02-25,Revenue,2515,2435,302,2660,1069,0.5996,1.8486,2684,2838,2,1.5833,0.8899,0,0.4924,1,2026-02,February,2,1,2026,Wednesday,1591,1.009,Success
422,2026-02-26,Asset,2354,1421,1150,744,2757,0.2598,1.849,3949,807,6,1.4074,0.8805,0,0.4595,1,2026-02,February,2,1,2026,Thursday,-2013,5.3078,Success
423,2026-02-27,Liability,229,1394,1513,4244,3438,0.2992,2.4458,3364,1553,6,1.2544,0.8779,0,0.0251,1,2026-02,February,2,1,2026,Friday,806,0.7926,Success
424,2026-02-28,Liability,1988,3854,653,382,2555,0.2313,0.8727,1689,3400,4,1.6323,0.9686,0,0.3847,1,2026-02,February,2,1,2026,Saturday,-2173,4.4215,Success
425,2026-03-01,Expense,558,3967,2446,2357,697,0.5274,1.7059,2294,1287,7,1.4743,0.9457,0,0.0924,1,2026-03,March,3,1,2026,Sunday,1660,0.9733,Success
426,2026-03-02,Expense,4252,4368,3233,4521,200,0.3308,2.0972,944,145,3,0.9845,0.9916,0,0.8475,1,2026-03,March,3,1,2026,Monday,4321,0.2088,Success
427,2026-03-03,Asset,1144,854,3181,4731,1189,0.5623,2.7519,1874,3045,8,1.9437,0.8599,0,0.2122,1,2026-03,March,3,1,2026,Tuesday,3542,0.3961,Success
428,2026-03-04,Expense,2289,1999,1571,1552,3147,0.568,2.7802,1389,1232,6,1.9608,0.8112,0,0.4462,1,2026-03,March,3,1,2026,Wednesday,-1595,0.895,Success
429,2026-03-05,Revenue,695,727,3955,3888,1443,0.3888,2.0641,2263,2850,7,0.7758,0.9081,0,0.1204,1,2026-03,March,3,1,2026,Thursday,2445,0.582,Success
430,2026-03-06,Liability,4631,2727,3603,2323,3783,0.5929,0.5579,807,3138,8,0.8645,0.8597,0,0.925,1,2026-03,March,3,1,2026,Friday,-1460,0.3474,Success
431,2026-03-07,Revenue,299,2131,3865,3488,2245,0.275,2.0872,1052,3849,1,1.1366,0.964,0,0.0395,1,2026-03,March,3,1,2026,Saturday,1243,0.3016,Success
432,2026-03-08,Expense,4854,2012,1030,4507,2206,0.3039,0.5191,1439,2807,5,0.6528,0.8089,0,0.9706,1,2026-03,March,3,1,2026,Sunday,2301,0.3193,Success
433,2026-03-09,Asset,4772,4355,2227,2747,2616,0.2804,2.4252,3453,1487,8,1.0262,0.9453,0,0.9538,1,2026-03,March,3,1,2026,Monday,131,1.257,Success
434,2026-03-10,Revenue,1359,1185,428,3029,1895,0.4239,2.7035,2712,2939,7,1.6313,0.8124,0,0.2561,1,2026-03,March,3,1,2026,Tuesday,1134,0.8953,Success
435,2026-03-11,Revenue,1290,1930,3491,552,1467,0.2081,1.1043,4837,1041,8,1.2656,0.9753,0,0.242,1,2026-03,March,3,1,2026,Wednesday,-915,8.7627,Success
436,2026-03-12,Liability,591,1765,3123,2760,610,0.6564,1.5083,2461,2810,8,0.6338,0.9563,0,0.0991,1,2026-03,March,3,1,2026,Thursday,2150,0.8917,Success
437,2026-03-13,Liability,4509,2712,2461,1448,1127,0.3402,2.9186,1101,1008,5,1.5262,0.9549,0,0.9,1,2026-03,March,3,1,2026,Friday,321,0.7604,Success
438,2026-03-14,Asset,3844,3189,833,2359,3073,0.4802,1.4564,122,1068,1,1.7661,0.9661,1,0.7641,1,2026-03,March,3,1,2026,Saturday,-714,0.0517,Success
439,2026-03-15,Expense,2096,2478,624,4959,2714,0.3557,0.7509,158,2456,1,0.9625,0.9473,0,0.4068,1,2026-03,March,3,1,2026,Sunday,2245,0.0319,Success
